"","Species","Lifestage","sample_id","Light_Value.x","Temp.Cat.x","Run.x","micromol.cm2.s","micromol.cm2.h"
"108","Pocillopora","Recruit","POC-R23",550,27,"Run2",0.000255804927298756,0.920897738275523
"109","Pocillopora","Recruit","POC-R24",0,30,"Run4",-0.000215569586657315,-0.776050511966334
"110","Pocillopora","Recruit","POC-R24",550,30,"Run4",0.000400477570978396,1.44171925552223
"111","Pocillopora","Recruit","POC-R26",0,30,"Run3",-0.000163412590933889,-0.588285327362002
"112","Pocillopora","Recruit","POC-R26",550,30,"Run3",0.000258125647078549,0.929252329482778
"113","Pocillopora","Recruit","POC-R27",0,27,"Run6",-0.000128736526828355,-0.46345149658208
"114","Pocillopora","Recruit","POC-R27",550,27,"Run6",0.000491416570214476,1.76909965277211
"115","Pocillopora","Recruit","POC-R28",0,27,"Run6",-0.000126258302168263,-0.454529887805747
"116","Pocillopora","Recruit","POC-R28",550,27,"Run6",0.000324719492159849,1.16899017177545
"117","Pocillopora","Recruit","POC-R29",0,27,"Run2",-0.000108657876038094,-0.391168353737138
"118","Pocillopora","Recruit","POC-R29",550,27,"Run2",0.000218546194280027,0.786766299408098
"119","Pocillopora","Recruit","POC-R30",0,33,"Run1",-7.56260934858703e-05,-0.272253936549133
"120","Pocillopora","Recruit","POC-R30",550,33,"Run1",0.000326884956895248,1.17678584482289
"121","Porites","Adult","POR-A10",0,33,"Run1",-0.000245462981336454,-0.883666732811233
"122","Porites","Adult","POR-A10",550,33,"Run1",0.000341101332720184,1.22796479779266
"123","Porites","Adult","POR-A11",0,33,"Run5",-0.000196754473733505,-0.708316105440619
"124","Porites","Adult","POR-A11",550,33,"Run5",0.000299840263534577,1.07942494872448
"125","Porites","Adult","POR-A12",0,27,"Run2",-0.000194302977159756,-0.699490717775122
"126","Porites","Adult","POR-A12",550,27,"Run2",0.000301642993685179,1.08591477726664
"127","Porites","Adult","POR-A13",0,27,"Run6",-0.000335690901997731,-1.20848724719183
"128","Porites","Adult","POR-A13",550,27,"Run6",0.000771593552076738,2.77773678747626
"129","Porites","Adult","POR-A14",0,27,"Run6",-0.000463970687616847,-1.67029447542065
"130","Porites","Adult","POR-A14",550,27,"Run6",0.00081559644145064,2.9361471892223
"131","Porites","Adult","POR-A15",0,33,"Run1",-0.000207734471899437,-0.747844098837974
"132","Porites","Adult","POR-A15",550,33,"Run1",0.000541043996410968,1.94775838707948
"133","Porites","Adult","POR-A16",0,27,"Run2",-0.000290871202398592,-1.04713632863493
"134","Porites","Adult","POR-A16",550,27,"Run2",0.000532140791577532,1.91570684967912
"135","Porites","Adult","POR-A17",0,30,"Run4",-0.000339054384041994,-1.22059578255118
"136","Porites","Adult","POR-A17",550,30,"Run4",0.000424118593990567,1.52682693836604
"137","Porites","Adult","POR-A6",0,33,"Run5",-0.000490357872711058,-1.76528834175981
"138","Porites","Adult","POR-A6",550,33,"Run5",0.000483544438010817,1.74075997683894
"139","Porites","Adult","POR-A7",0,30,"Run3",-0.000281958903093762,-1.01505205113754
"140","Porites","Adult","POR-A7",550,30,"Run3",0.000366548654957889,1.3195751578484
"141","Porites","Adult","POR-A8",0,30,"Run4",-0.000469907686592546,-1.69166767173317
"142","Porites","Adult","POR-A8",550,30,"Run4",0.000731214070940759,2.63237065538673
"143","Porites","Adult","POR-A9",0,30,"Run3",-0.000210006722116405,-0.756024199619057
"144","Porites","Adult","POR-A9",550,30,"Run3",0.000367559008576599,1.32321243087576
"145","Porites","Recruit","POR-R11",0,30,"Run4",-9.83346534204066e-05,-0.354004752313464
"146","Porites","Recruit","POR-R11",550,30,"Run4",0.000179263382653528,0.645348177552699
"147","Porites","Recruit","POR-R13",0,33,"Run1",-9.21056922458038e-05,-0.331580492084894
"148","Porites","Recruit","POR-R13",550,33,"Run1",0.000593927138928048,2.13813770014097
"149","Porites","Recruit","POR-R14",0,30,"Run3",-0.000243491642761079,-0.876569913939885
"150","Porites","Recruit","POR-R14",550,30,"Run3",0.000357913333756129,1.28848800152206
"151","Porites","Recruit","POR-R15",0,33,"Run5",-0.000135728896560756,-0.488624027618721
"152","Porites","Recruit","POR-R15",550,33,"Run5",0.000338582828406,1.2188981822616
"153","Porites","Recruit","POR-R16",0,30,"Run3",-0.00017856576185698,-0.642836742685129
"154","Porites","Recruit","POR-R16",550,30,"Run3",0.000239735284227588,0.863047023219317
"155","Porites","Recruit","POR-R17",0,27,"Run6",-0.000153871979705128,-0.55393912693846
"156","Porites","Recruit","POR-R17",550,27,"Run6",0.000253255051975446,0.911718187111607
"157","Porites","Recruit","POR-R18",0,27,"Run2",-0.000157487188822573,-0.566953879761261
"158","Porites","Recruit","POR-R18",550,27,"Run2",0.000271380976787128,0.976971516433661
"159","Porites","Recruit","POR-R19",0,33,"Run1",-0.000145030236822,-0.5221088525592
"160","Porites","Recruit","POR-R19",550,33,"Run1",0.000368202574184881,1.32552926706557
"161","Porites","Recruit","POR-R20",0,27,"Run6",-0.000262423151188364,-0.944723344278111
"162","Porites","Recruit","POR-R20",550,27,"Run6",0.000468717285416882,1.68738222750078
"163","Porites","Recruit","POR-R21",0,30,"Run4",-0.000174978316806389,-0.629921940502999
"164","Porites","Recruit","POR-R21",550,30,"Run4",0.000485686926353815,1.74847293487373
"165","Porites","Recruit","POR-R22",0,27,"Run2",-9.63846372306337e-05,-0.346984694030281
"166","Porites","Recruit","POR-R22",550,27,"Run2",0.00024148139625992,0.869333026535712
"167","Porites","Recruit","POR-R24",0,33,"Run5",-0.000321326701506828,-1.15677612542458
"168","Porites","Recruit","POR-R24",550,33,"Run5",0.000439114413975764,1.58081189031275
"169","Porites","Recruit","POR-R25",0,30,"Run4",-0.000176513565087828,-0.635448834316182
"170","Porites","Recruit","POR-R25",550,30,"Run4",0.000235634519651496,0.848284270745384
"171","Porites","Recruit","POR-R26",0,27,"Run6",-0.000113368048011684,-0.408124972842062
"172","Porites","Recruit","POR-R26",550,27,"Run6",0.00022551100208874,0.811839607519464
"173","Porites","Recruit","POR-R27",0,33,"Run5",-0.000232033694431594,-0.835321299953739
"174","Porites","Recruit","POR-R27",550,33,"Run5",0.000297823303040659,1.07216389094637
"175","Porites","Recruit","POR-R28",0,33,"Run1",-0.000129132723386366,-0.464877804190917
"176","Porites","Recruit","POR-R28",550,33,"Run1",0.000367671688372841,1.32361807814223
"177","Porites","Recruit","POR-R29",0,30,"Run3",-0.000146718930319112,-0.528188149148803
"178","Porites","Recruit","POR-R29",550,30,"Run3",0.00026883933616476,0.967821610193137
"179","Porites","Recruit","POR-R30",0,27,"Run2",-0.000185472728486124,-0.667701822550046
"180","Porites","Recruit","POR-R30",550,27,"Run2",0.000319357499792023,1.14968699925128
