Measurement Name :,04_20231115_Plate04__SDR710_27C,,Generated On :,"15/11/2023, 18:43:45",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
15.11.23 18:28:38,24.8,172.57,174.5,188.9,176.67,181.78,174.42,192.39,187.14,174.67,175.12,173.29,190.15,162.47,171.29,164.83,181.76,189.65,177.82,174.93,170.8,162.81,177.67,173.26,178.44,,27,965,36,28.41,
15.11.23 18:28:53,25.05,172.81,174.98,187.18,176.19,182.51,174.42,192.14,186.89,174.91,175.36,173.53,189.15,161.77,171.29,165.07,181.51,188.9,177.82,174.68,170.55,163.04,177.67,173.26,179.18,,27,965,36,28.39,
15.11.23 18:29:08,25.3,173.05,174.98,186.45,175.95,182.27,174.18,190.64,187.64,174.67,174.17,173.77,188.9,161.53,171.53,164.36,181.51,187.66,177.82,174.93,170.55,163.27,177.42,172.54,178.44,,27,965,36,28.38,
15.11.23 18:29:23,25.55,172.57,174.26,184.5,175.71,181.54,173.94,190.39,186.89,174.43,172.98,173.29,188.9,161.3,171.05,163.41,181.26,186.42,177.57,174.2,170.3,162.81,177.18,172.54,177.94,,27,965,36,28.38,
15.11.23 18:29:38,25.8,172.57,174.26,184.74,176.19,181.78,174.18,189.4,186.38,174.43,171.79,173.29,188.9,161.07,171.05,163.41,181,185.93,178.07,174.2,170.05,162.58,176.93,172.54,177.7,,27,965,36,28.38,
15.11.23 18:29:53,26.05,172.33,173.78,183.04,175.95,180.81,174.18,188.65,186.13,174.43,172.27,173.05,188.15,160.37,171.29,162.46,181.26,184.94,177.82,174.2,170.05,162.58,177.42,172.54,177.7,,27,965,36,28.35,
15.11.23 18:30:08,26.3,172.09,174.26,181.35,175.71,180.81,173.7,188.4,186.13,174.67,170.85,173.05,188.15,159.43,170.82,162.46,181,183.46,177.57,174.44,170.3,162.81,176.93,172.54,177.7,,27,965,36,28.35,
15.11.23 18:30:23,26.55,172.33,174.02,181.83,176.19,180.57,174.42,187.91,186.13,174.67,170.37,173.29,188.4,159.2,171.53,162.46,181,182.97,177.57,174.44,170.3,162.81,177.18,172.78,177.45,,27,965,36,28.35,
15.11.23 18:30:38,26.8,172.33,173.3,181.11,175.71,181.3,174.18,186.67,186.38,174.43,169.43,172.81,186.91,158.74,171.29,161.05,180.5,182.23,177.57,174.44,169.81,162.35,177.18,172.54,177.21,,27,965,36,28.33,
15.11.23 18:30:53,27.05,172.57,173.3,181.11,175.47,180.81,173.94,185.68,186.64,174.67,168.25,172.33,186.66,157.58,170.58,160.57,180.75,181.25,177.57,174.44,169.56,162.58,176.93,172.54,176.96,,27,965,36,28.31,
15.11.23 18:31:08,27.3,171.85,173.06,180.38,175.95,180.08,173.7,185.68,186.13,174.19,167.78,172.09,187.41,157.34,170.82,160.1,180.25,180.27,177.57,173.96,169.81,162.35,176.19,172.54,176.22,,27,965,36,28.31,
15.11.23 18:31:23,27.55,172.33,173.78,179.18,175.71,180.08,173.46,185.68,185.88,174.19,167.55,172.09,185.42,157.58,170.82,159.16,180.25,179.54,177.07,173.96,169.81,162.35,176.68,172.54,176.22,,27,965,36,28.3,
15.11.23 18:31:38,27.8,171.85,173.3,178.22,175.22,180.32,173.46,185.18,185.88,173.95,166.37,172.09,185.92,156.88,171.05,158.46,179.99,178.32,177.57,173.96,169.56,162.35,176.19,172.3,176.71,,27,965,36,28.28,
15.11.23 18:31:53,28.05,172.09,173.54,176.78,175.22,179.84,172.99,184.69,185.88,174.43,165.44,172.33,184.68,156.65,170.82,158.93,179.99,177.84,177.32,173.72,169.07,161.89,175.94,172.3,176.22,,27,965,36,28.27,
15.11.23 18:32:08,28.3,171.85,172.82,176.78,175.47,179.35,173.23,184.2,185.63,173.95,164.74,172.09,184.93,156.19,170.82,158.46,179.74,176.86,177.07,173.72,169.56,161.66,176.19,172.3,176.71,,27,965,36,28.27,
15.11.23 18:32:24,28.57,171.37,173.3,175.35,174.98,179.11,173.7,183.7,185.63,173.71,164.27,171.85,184.19,155.49,170.82,157.05,179.49,175.65,177.32,173.72,168.82,161.89,175.94,171.82,175.73,,27,965,36,28.27,
15.11.23 18:32:39,28.82,171.61,173.3,175.11,175.22,179.11,172.99,183.21,185.88,174.19,164.27,171.61,184.43,155.26,170.34,157.29,179.49,175.41,177.07,173.48,168.82,161.66,175.94,171.82,175.24,,27,965,36,28.27,
15.11.23 18:32:54,29.07,171.37,172.58,173.44,174.5,178.87,173.23,183.46,185.88,174.43,164.04,171.85,183.94,154.57,170.34,156.35,179.49,175.65,176.83,173.96,168.82,161.43,175.7,172.06,175.73,,27,965,36,28.25,
15.11.23 18:33:09,29.32,171.37,173.06,172.73,175.22,179.11,172.99,182.72,184.88,173.46,163.8,171.37,183.2,154.11,170.34,155.65,179.49,175.65,176.83,173.72,168.82,161.89,175.45,171.58,175,,27,965,36,28.24,
15.11.23 18:33:24,29.57,172.09,173.3,172.01,175.71,179.11,173.46,182.47,185.38,173.71,163.57,172.09,183.94,154.11,170.58,156.59,179.49,174.44,177.07,173.72,169.31,161.89,175.94,172.3,175,,27,965,36,28.23,
15.11.23 18:33:39,29.82,171.37,172.34,170.83,175.47,178.87,172.75,182.23,185.63,173.71,162.18,171.13,182.71,153.88,170.58,155.19,178.98,173.96,177.07,173.72,168.82,161.43,175.7,171.82,175,,27,965,36,28.23,
15.11.23 18:33:54,30.07,170.89,172.82,169.18,174.26,178.38,172.52,181.98,185.13,174.19,161.94,171.61,182.71,154.57,170.58,154.95,179.49,173.24,176.58,173.72,168.57,161.66,175.94,171.82,174.75,,27,965,36,28.21,
15.11.23 18:34:09,30.32,171.13,172.34,168.47,174.74,178.38,172.52,181.25,185.63,173.71,161.02,170.89,182.46,153.42,169.87,154.95,178.73,172.75,176.33,173.48,168.33,161.19,174.96,171.82,174.51,,27,965,36,28.21,
15.11.23 18:34:24,30.57,171.13,173.54,168.24,174.98,178.63,172.28,181.74,184.63,173.71,160.78,171.13,182.22,153.65,170.11,154.49,179.24,172.27,176.58,173.48,168.33,161.43,174.96,171.58,174.75,,27,965,36,28.19,
15.11.23 18:34:39,30.82,170.89,172.58,168.24,174.26,177.9,172.52,181,184.63,173.22,160.32,171.13,181.97,153.88,169.87,153.79,178.73,171.79,176.33,173.72,168.33,160.96,174.96,171.58,174.02,,27,965,36,28.17,
15.11.23 18:34:54,31.07,170.65,172.1,166.59,174.74,177.66,172.04,180.76,184.88,173.46,159.86,170.65,180.99,152.73,170.34,153.09,178.23,171.55,175.83,173,168.08,160.96,174.96,171.58,174.02,,27,965,36,28.17,
15.11.23 18:35:09,31.32,170.89,172.1,166.59,173.78,178.14,172.04,180.76,185.13,173.95,159.63,170.41,180.99,151.82,169.87,152.63,178.73,171.31,176.58,173.72,168.57,160.96,175.21,171.82,173.77,,27,965,36,28.17,
15.11.23 18:35:24,31.57,170.65,172.58,165.65,174.5,177.66,171.81,179.78,184.63,173.22,158.47,170.89,180.5,151.82,169.87,152.4,178.48,170.59,176.08,173.24,167.59,160.73,174.47,171.34,173.04,,27,965,36,28.16,
15.11.23 18:35:39,31.82,170.65,172.1,164.72,174.5,176.69,172.28,179.05,184.88,173.71,157.78,169.94,180.99,151.59,169.87,152.4,178.23,170.59,175.83,172.75,168.33,160.73,174.71,171.34,172.79,,27,965,36,28.16,
15.11.23 18:35:54,32.07,170.89,172.1,163.32,174.5,176.93,171.81,179.53,184.88,173.22,157.55,170.89,180.01,151.59,169.63,151.47,178.23,170.11,175.83,173.24,167.84,160.96,174.47,171.1,173.04,,27,965,36,28.13,
15.11.23 18:36:09,32.32,171.37,172.58,163.32,174.26,176.69,171.81,179.53,184.13,173.22,156.86,170.41,180.5,150.9,169.4,151.24,178.48,169.63,176.08,173.48,167.84,160.73,174.47,171.34,173.04,,27,965,36,28.13,
15.11.23 18:36:24,32.57,170.65,172.1,161.92,174.5,177.66,171.81,178.07,184.13,173.71,157.09,170.89,179.76,150.21,169.4,151.01,178.23,168.92,175.58,173,167.84,160.96,174.47,171.1,172.79,,27,965,36,28.13,
15.11.23 18:36:39,32.82,170.65,172.58,162.39,174.26,176.93,171.81,178.56,184.38,172.5,156.17,170.18,179.03,149.53,169.16,150.55,178.23,168.2,175.58,172.75,167.59,160.05,174.22,170.86,172.79,,27,965,36,28.11,
15.11.23 18:36:54,33.07,170.41,172.82,161.46,174.02,175.73,171.33,177.83,184.13,172.98,156.4,169.94,179.52,149.53,169.4,150.55,177.98,167.49,175.34,172.75,167.84,160.27,174.22,171.1,172.31,,27,965,36,28.1,
15.11.23 18:37:09,33.32,171.13,172.34,159.83,173.78,176.45,172.04,178.31,184.38,173.22,155.26,170.18,178.79,148.85,169.63,150.32,177.72,167.25,175.34,173,167.59,160.73,174.22,171.1,172.31,,27,965,36,28.1,
15.11.23 18:37:24,33.57,170.89,172.1,160.07,174.26,176.69,171.81,177.58,184.13,173.22,154.57,169.94,179.03,148.62,169.16,150.09,178.48,167.49,175.34,173,168.08,160.27,174.22,171.58,172.06,,27,965,36,28.1,
15.11.23 18:37:39,33.82,170.41,171.62,158.68,173.54,176.45,171.57,176.85,184.13,172.98,153.88,169.94,178.54,147.94,169.4,149.4,177.72,166.77,175.34,172.75,167.59,160.73,173.73,171.1,171.58,,27,965,36,28.09,
15.11.23 18:37:54,34.07,170.65,172.1,157.76,173.54,176.21,171.33,177.83,184.63,173.22,154.11,169.94,179.03,148.16,169.63,148.94,178.48,166.53,174.84,172.75,167.59,160.5,173.98,171.1,171.58,,27,965,36,28.08,
15.11.23 18:38:09,34.32,170.18,171.38,156.38,173.54,175.73,171.57,177.1,184.38,173.22,152.97,169.94,179.03,147.25,168.93,148.94,177.72,165.35,175.09,172.51,167.59,160.05,173.49,170.86,171.33,,27,965,36,28.09,
15.11.23 18:38:24,34.57,170.41,172.1,157.07,173.06,175.73,170.86,177.1,184.38,173.22,152.51,170.18,177.32,147.48,169.4,148.02,178.48,166.3,175.34,173,167.84,160.27,173.73,171.1,171.58,,27,965,36,28.08,
15.11.23 18:38:39,34.82,170.41,172.1,156.15,172.82,175.73,170.86,176.37,184.38,172.98,152.74,169.46,177.32,147.03,169.16,148.25,177.72,165.35,175.09,173,167.84,160.05,173.73,170.86,170.85,,27,965,36,28.08,
15.11.23 18:38:54,35.07,170.41,171.86,155.69,173.54,175.25,171.57,176.37,183.63,172.74,152.06,168.98,177.08,145.89,169.4,148.25,177.98,165.35,174.84,172.51,167.59,159.82,173.49,171.1,170.85,,27,965,36,28.06,
15.11.23 18:39:09,35.32,169.46,172.1,155.23,173.3,174.29,171.1,176.13,184.13,172.74,151.6,169.22,176.83,146.35,169.16,148.02,177.72,164.87,174.84,172.27,167.59,160.05,173.24,170.38,170.85,,27,965,36,28.06,
15.11.23 18:39:24,35.57,170.18,171.62,155.69,172.82,175.01,171.1,176.37,183.88,172.98,151.38,169.22,176.35,146.35,168.93,147.79,177.98,164.63,174.34,172.51,167.59,159.59,173,170.86,171.09,,27,965,36,28.05,
15.11.23 18:39:39,35.82,169.7,171.62,155.46,173.54,175.01,171.33,176.37,183.63,172.5,151.15,168.98,176.59,145.67,168.93,147.33,177.98,165.11,174.84,172.75,167.1,159.13,172.75,170.62,171.09,,27,965,36,28.06,
15.11.23 18:39:54,36.07,170.41,171.38,154.77,173.3,174.77,170.86,175.88,183.63,172.74,150.47,169.7,176.59,145.22,169.16,147.79,178.23,164.63,174.84,172.51,167.34,159.59,173.49,170.86,170.6,,27,965,36,28.03,
15.11.23 18:40:09,36.32,170.65,171.15,154.77,173.06,174.05,171.33,175.64,184.38,172.74,150.47,169.22,175.38,145.44,169.16,147.33,178.23,164.4,174.59,172.51,167.34,159.82,173.24,170.62,170.85,,27,965,36,28.03,
15.11.23 18:40:24,36.57,169.94,171.15,155,172.34,174.53,171.33,174.91,183.13,172.26,150.47,168.98,175.13,145.22,169.16,147.1,178.23,163.69,174.84,172.51,167.34,159.59,173.24,171.1,170.36,,27,965,36,28.03,
15.11.23 18:40:39,36.82,170.18,171.38,154.54,173.06,174.05,171.57,174.67,184.38,172.74,150.01,169.22,174.89,144.99,168.93,146.87,178.48,163.69,174.84,172.75,167.34,159.36,173.49,171.1,170.6,,27,965,36,28.03,
15.11.23 18:40:54,37.07,170.41,170.91,154.08,172.82,174.77,171.1,173.95,183.63,172.5,149.79,168.98,175.13,144.31,168.69,145.5,178.48,163.45,174.34,172.75,167.34,159.13,172.75,170.62,169.88,,27,965,36,28.03,
15.11.23 18:41:09,37.32,169.7,171.15,152.71,172.82,174.05,171.1,173.46,183.13,172.26,150.01,168.51,174.16,144.09,168.93,146.41,178.23,163.21,174.59,172.27,167.34,159.13,172.51,170.38,169.63,,27,965,36,28.03,
15.11.23 18:41:24,37.57,170.18,171.62,153.63,172.34,174.05,171.1,174.19,183.38,172.5,150.01,168.74,174.16,143.41,168.93,145.5,178.23,162.51,174.1,172.51,167.34,159.36,173,170.62,169.88,,27,965,36,28,
15.11.23 18:41:39,37.82,169.7,170.91,152.71,172.34,173.09,170.62,173.71,182.38,172.74,149.79,168.27,173.44,143.63,168.69,144.81,177.98,162.98,174.34,172.51,167.1,159.13,172.75,170.38,169.39,,27,965,36,27.99,
15.11.23 18:41:54,38.07,169.94,171.15,152.71,171.62,173.33,171.33,173.71,183.13,172.5,149.11,168.51,173.44,144.09,168.69,145.04,178.23,162.51,174.34,172.51,167.1,158.9,172.75,170.62,169.39,,27,965,36,27.99,
15.11.23 18:42:09,38.32,169.7,170.91,152.26,172.1,173.09,171.1,173.71,182.88,172.26,149.34,168.74,173.44,143.18,169.16,145.27,178.23,161.8,174.34,172.51,167.1,158.9,172.51,170.14,169.15,,27,965,36,27.99,
